0	[1.70557494 4.52237817 0.03726327 4.42424233 0.12359216]
0	[1.10252668 3.39136217 4.84923685 4.24080304 2.08786469]
0	[2.90838352 1.43550121 2.29735548 3.72515049 4.06902899]
0	[1.92842075 0.17880166 2.24602632 4.1581407  0.17617439]
0	[1.81896429 2.7045285  0.38110079 2.76210172 0.31047268]
0	[1.53169751 2.71275368 1.37240084 3.22530887 1.20172503]
0	[1.49930649 0.06104235 1.75303189 1.10353963 2.14355528]
0	[3.60054796 3.97776331 3.69823488 0.73464267 2.41169913]
0	[3.18715473 4.99260445 3.14093927 3.66285664 4.00157557]
0	[0.22663349 1.52123486 0.05742986 2.43161782 3.59718483]
